pose,coordinate,q,muscle,axis,length,moment_arm,finite_difference,tendon_force,active_fiber_force,passive_fiber_force,cos_pennation,activation,fiber_velocity
6,lumbar_rotation,0.10000000000000001,gait2392_intobl_r,lumbar_rotation,0.20281600079115739,-0.038212175044336681,-0.038212175035301499,47.213100529575797,44.968125583040937,2.2449749465348607,1,0.050000000000000003,2.6956844995632755e-12
6,lumbar_rotation,0.10000000000000001,gait2392_extobl_r,lumbar_extension,0.27155548610262725,-0.069064422954916271,-0.069064422986153673,57.022968210433262,44.365420709298981,12.657547501134287,1,0.050000000000000003,1.1318959960322889e-14
6,lumbar_rotation,0.10000000000000001,gait2392_extobl_r,lumbar_bending,0.27155548610262725,0.059065949442230183,0.05906594949256494,57.022968210433262,44.365420709298981,12.657547501134287,1,0.050000000000000003,1.1318959960322889e-14
6,lumbar_rotation,0.10000000000000001,gait2392_extobl_r,lumbar_rotation,0.27155548610262725,0.024020112998046236,0.024020113009726174,57.022968210433262,44.365420709298981,12.657547501134287,1,0.050000000000000003,1.1318959960322889e-14
6,lumbar_rotation,0.10000000000000001,gait2392_ercspn_l,lumbar_extension,0.15077893240936815,0.042918022824663449,0.042918022830074065,126.32123634256563,124.99558238251106,1.3256539600545503,1,0.050000000000000003,2.3637842430297801e-11
6,lumbar_rotation,0.10000000000000001,gait2392_ercspn_l,lumbar_bending,0.15077893240936815,-0.036418731589596534,-0.03641873165538545,126.32123634256563,124.99558238251106,1.3256539600545503,1,0.050000000000000003,2.3637842430297801e-11
6,lumbar_rotation,0.10000000000000001,gait2392_ercspn_l,lumbar_rotation,0.15077893240936815,-0.011701320310749523,-0.011701320315471442,126.32123634256563,124.99558238251106,1.3256539600545503,1,0.050000000000000003,2.3637842430297801e-11
6,lumbar_rotation,0.10000000000000001,gait2392_intobl_l,lumbar_extension,0.19561114516983907,-0.053656232519697721,-0.053656232498755507,44.748297985082054,44.748297985082054,0,1,0.050000000000000003,4.0101648607608172e-11
6,lumbar_rotation,0.10000000000000001,gait2392_intobl_l,lumbar_bending,0.19561114516983907,-0.095925025655462209,-0.095925025755949633,44.748297985082054,44.748297985082054,0,1,0.050000000000000003,4.0101648607608172e-11
6,lumbar_rotation,0.10000000000000001,gait2392_intobl_l,lumbar_rotation,0.19561114516983907,0.033511047412388799,0.033511047409229278,44.748297985082054,44.748297985082054,0,1,0.050000000000000003,4.0101648607608172e-11
6,lumbar_rotation,0.10000000000000001,gait2392_extobl_l,lumbar_extension,0.27674615277217846,-0.056253503312602302,-0.05625350329996337,65.846738420536767,43.57979125782775,22.26694716270902,1,0.050000000000000003,2.7488495493528013e-10
